col_0,col_1,col_2,col_3,col_4,anomaly
0.1323039259475748,2.5694953349637246,-0.1149690790072596,4.699159201993753,-1.9539988125947274,0
0.40304662137482394,2.533017138738019,0.2446370684402156,4.492548202711637,-1.4886876710169001,0
0.7960358599605035,2.137977347094,0.7260906405742493,4.176455819411009,-1.2570376651812376,0
1.1948876488331424,1.8355108222326892,0.9549425728760409,3.853875349656015,-0.8879457690781032,0
1.4065587375142703,1.3680736530879998,1.260431017282242,3.188210032704543,-0.8638830018600763,0
1.3532889334519995,0.7977274792754228,1.3737953467434467,2.7233257719755697,-0.5203801197332001,0
1.5682967239568264,0.22457299698583205,1.4392312700894148,2.1676328706445815,-0.5006809474977265,0
1.4620790854707055,-0.6957129902622583,1.4373674755275783,1.5439744618742557,-0.46919397560312914,0
1.3494991648145123,-1.0706137376811284,1.4100094952972833,0.7442247405374913,-0.5776845299499875,0
1.1865647518090618,-1.5636807742158787,1.2254557502463357,0.44739292303262346,-1.0134488946720976,0
0.8924811462757758,-2.1475837795565815,0.9095158198873878,0.01235707562690802,-1.1515923270317476,0
0.6612573420492398,-2.1151930013442897,0.4779501378109827,-0.37157261550472587,-1.498064917017943,0
0.24507767973248065,-2.4600918448814237,0.23627219600545651,-0.4797648784008821,-1.8005878354031166,0
-0.1788742241094943,-2.2848611601575786,-0.13633260035086153,-0.6657231974571949,-2.3335398551341853,0
-0.5188970865711104,-2.423256592449763,-0.5315882887560841,-0.5094156666361718,-2.633974979088145,0
-0.85665230388564,-2.135955001128034,-0.9269494111401417,-0.005706578145088237,-2.8065338256741352,0
-1.0437139336768637,-1.5655284467510135,-1.1026053960111486,0.32297462676375543,-3.1425029307097567,0
-1.372627448481465,-1.2742842742662623,-1.32552918559828,0.934107331059282,-3.438841669305278,0
-1.4499507984692155,-0.4415825876360499,-1.7071951204629674,1.636483047575389,-3.492422178622193,0
-1.5610972730900368,0.16912870282364906,-1.4487061901365792,2.13523505753514,-3.4146696133129693,0
-1.6180590106302861,0.8995006461301308,-1.5701154747573436,2.4212089790837186,-3.564552283390329,0
-1.2174704935949956,1.427197155093129,-1.216724770008669,3.3207352826948804,-3.282349034268692,0
-0.9619879439785695,1.7702368998179006,-1.0383760887748952,3.762291065804275,-3.0440454021398433,0
-0.7782928876830562,2.0535796182633783,-0.6331096350963832,4.161429905819293,-2.7086070550673944,0
-0.20280323394821115,2.63549605548949,-0.38039692158772653,4.533924254393022,-2.3352513707846905,0
-0.10907742559490641,2.4009856224293564,-0.06649606950420747,4.302683726757361,-1.8567243123808959,0
0.37646671954489075,2.2907673331878944,0.36198330590356903,4.451952480810076,-1.585431579670722,0
0.708591722400636,2.0551596926769777,0.8021159832726066,4.387054689098562,-1.3214305988969934,0
1.1417790999699182,1.9620847329956106,1.028789155232653,3.7441786791824705,-0.8788330953860213,0
1.376693795995544,1.2747044618943846,1.2579167512625946,3.398607973220708,-0.7979082416043219,0
1.4382058313699995,0.678329427664792,1.482351288105856,2.893330708308717,-0.5407011934066424,0
1.5254022816125703,0.17418752706120172,1.5128170451396432,2.183255228711045,-0.3851001785093633,0
1.4068469450207746,-0.4943213752839739,1.4729863206555405,1.4459095909942592,-0.44577050780439187,0
1.2086808435822345,-1.1492101615109642,1.4596950838292788,0.8468616447488166,-0.5819276955518817,0
