value,anomaly
0.03725356147584245,0
0.36266500815944336,0
0.7712071515101249,0
1.141047898123635,0
1.2489303851487725,0
1.4090245026715418,0
1.6154810538054618,0
1.5309884807795011,0
1.3220299997539078,0
1.1964618674326313,0
0.8469215514777753,0
0.5172570975092474,0
0.2061470207139087,0
-0.3314958686957913,0
-0.6815556664654949,0
-0.923849443131783,0
-1.231732198188766,0
-1.3336720287543842,0
-1.541532681757124,0
-1.6029628702425542,0
-1.3166611167736137,0
-1.2834251107895125,0
-1.0217560435414381,0
-0.8294866251185822,0
-0.4138635350866704,0
0.008319194228240923,0
0.2867103124406096,0
0.7508078625284988,0
0.9817727571491236,0
1.2446148570185271,0
1.3814567785255258,0
1.6359609564805777,0
1.4724185842376878,0
1.2779122590273364,0
1.2174607325714222,0
0.7901146046908833,0
0.5678515986523737,0
0.041024591055472674,0
-0.28761380401383974,0
-0.5374222363368342,0
-0.8262928849390535,0
-1.142917243074436,0
-1.3659141998781477,0
-1.49601365326223,0
-1.6079292419199642,0
-1.4805730900723328,0
-1.3010397960750066,0
-0.947536491926614,0
-0.6968591394349375,0
-0.5052628423994858,0
0.024306297704611554,0
0.3441536597160582,0
0.6718613611296262,0
1.0726963805560987,0
1.3438168524402196,0
1.4964307833764459,0
1.4340987784007095,0
1.4502399479041919,0
1.3820853360542964,0
1.22893574869786,0
0.8457398106003114,0
0.5382624057772285,0
0.1050247272960041,0
-0.27771534715250734,0
-0.4912473923474532,0
-0.7799598762958971,0
-1.1611706232822103,0
-1.2819756113571277,0
-1.446308174214461,0
-1.5454240742377916,0
-1.3994801040295997,0
-1.1511391457680737,0
-1.0295076118262794,0
-0.6052822369665196,0
-0.5695157135540121,0
0.06164268782814068,0
0.37956336086514697,0
0.7002049598676328,0
1.033702717133198,0
1.1174242196579562,0
1.4101093828549165,0
1.5238235355057888,0
1.5842729294486468,0
1.3183703123285047,0
1.095132843946694,0
0.8440461001698661,0
0.6208419878546707,0
0.21265618357093294,0
-0.22773186562898723,0
-0.5136917715435161,0
-0.8743970622376098,0
-1.0831214898737183,0
-1.4098945607398305,0
-1.4980055370878662,0
-1.5264482041273193,0
-1.536348395552638,0
-1.2442828674731785,0
-1.0072415134795416,0
-0.7222470019043858,0
-0.39062886575041755,0
-0.10615280565377723,0
0.34148643153988195,0
0.6969269224130649,0
0.9666498637014137,0
1.2543954598780722,0
1.4568885887038219,0
1.6385040352331974,0
1.486524212055421,0
1.3765568580032355,0
1.1501864204812209,0
0.7377700372912785,0
0.5501982883683242,0
0.1925171160920286,0
-0.0032566919100624966,0
-0.5666139013856015,0
-0.8590618277636918,0
-1.158373246891578,0
-1.4448914315204964,0
-1.3877191650044067,0
-1.4406451151908994,0
-1.3672573784145008,0
-1.3346959473626272,0
-0.9216110855728221,0
-0.8277693408619917,0
-0.3290205487122616,0
0.1642841719357519,0
0.2987446063624819,0
0.6801581814323691,0
1.0342945112746078,0
1.2287312141943079,0
1.3102850171127698,0
1.5021823157528598,0
1.3937580975635744,0
1.392760010996667,0
1.0868130465961485,0
0.9979229588150268,0
0.4934428321017931,0
0.16384523663102635,0
-0.12698605904373336,0
